index,tweet,class
2975,"@CreoleBabyBritt @blurbette @thepbg The same guy who thinks he can slang around ""bitch"" without it being offensive, apparently.",1
2976,"@CreoleBabyBritt Don't make me draw you like one of my Franch bitches, heffa.",1
2977,@Crewz76 I miss Tupac rap offs hillbilly,2
2978,@Crowe_FaShow cause of the loads of pussy you get right,1
2979,@CruzanChoklate look at you with yellow fever.,2
2980,@Cryystalina cuz people at work are bitches they shit talkers and yeah dude I need a girls night out -___-,1
2981,@Cryystalina haha yes niggah but yesterday night Idk man it hit me at night like around 2 in the morning didn't go to sleep till like 4..,1
2982,@CsSalazar15 see bro pussy changes you &#128514;&#128514;&#128557;&#128527;&#128527;,1
2983,@CsSalazar15 wetback &#128513;&#128514;&#128514;&#128514;&#128514;&#128557;,0
2984,@CsSalazar15 yeah bitch hit me up when you get friend zoned Brody &#128076;&#128175;&#128175;,1
2985,@CsSalazar15 yeah right pussy !,1
2986,@Cuauhtli02 @elchavaloko @cafebabybull he's a cheating wetback,1
2987,@Cuauhtli02 @saucygyro @CoffeeManElliot he called the Kidd a pussy or something,1
2988,@Cuauhtli02 I couldn't find the regular one faggot,1
2989,"@CuckoldCock @molotovhowdy 
I likes yo page. I wants to make da lovin to a white girl wit a colored man watchin and pullin his weenis",1
2990,@Cuff_no_Slut cdfu bitch you fried,1
2991,"@Cuner Makes you a pussy. Making stupid internet threats. You're a child and if it is about you which idk if it is, it's probably deserved.",1
2992,@CuteCIothes @xo_shelbie go buy them bitches,1
2993,@CuteEmergency shown* a tiny kitten you dumb fucking cunt,1
2994,"@Cyberobama @eReIevant 
plot twist he is a faggot",1
2995,@D1SinceDay1 my brother. Where tf you been at negro,1
2996,@DEVIN__the_DUDE You ready to make this stats test our bitch?!,1
2997,@DHSJournal I run CP in our community. Local cops treat ppl like trash for that. I hate it. Makes ppl think its a waste,2
2998,@DIRECTV why are you showing Yankees game in arizona when you promo Washington huskies game? I bet @dish would want my business,2
2999,"@DJSuggablack some people do shit to get shot at and then be like ""people hate me, I dodge bullets"". Karma is bitch.",1
3000,@DJ_Workmann @BigMoneyNiquee mane y'all niccas crazy af wiz old shit got niccas bitin his style n errthan,1
3001,@DON_Le3GGG @TripleCz_3G Chatt niccas love doin dat brah,1
3002,@DON_Le3GGG lol hell ya dey think a nicca down der #roadrunnin,1
3003,@DP4_6 bitch yu not safe! http://t.co/hInvxbUp31,1
3004,"@DRSlaten I view hackers on the same level as shoplifters - bitch slapped into the lake and held until drowning. Harsh, but yeah. Hate.",1
3005,@DS_Arrogance @HG_Shit I bet I can pull at lease 3 bitches with them &#128514;&#128514;,1
3006,@DSwaggin6_ @_JustDavilaa @xaviee_21 @Quise4144 look at ur avi u fag,1
3007,@D_41395 @Inwardforfun you a bitch Dennis,1
3008,@D_41395 bitch don't b a hypocrite,1
3009,@D_41395 cuz I was gunna smoke u out today. U a bitch tho,1
3010,@D_MrHoopa23 see thats all gill and green bitch ass they didn't help me get my schools either. Y'all still in the tournament,1
3011,@D_Palomino52 @TheOneMiss_Luu you my niggah though Daniel! Lol,1
3012,@D_Palomino52 you a poop. :( see I'm going all ghetto talk. Wtf!,1
3013,@DaDamnBone &#128514;&#128514; I'm Finna DM you the pic Bruh these hoes funny,1
3014,@DaJetlyfe my nicca,1
3015,@DaJetlyfe y'all niccas spark up,1
3016,@DaRealAlexInLA @Buckm00se he wasn't training gook boy doe,2
3018,"@DaRealAlexInLA @Woody_AFC @Rodriguez5_ the nig is fun to watch got to admit, ebola boy can speak broken Spanish too lol",0
3019,@Daa_Boy_Rell @sluttyboy_kush @keem_Escobar you. A bitch too,1
3020,@DallyJackson I'm here now hoe,1
3021,@Dalton_ryann @parkatie @blakeanderson21 I guess that dumb bitch but we all need to drink some time my place an fuck someone up haha,1
3022,@Dalton_ryann laying in bed bout to pass out 630 is gonna be a bitch,1
3023,@DamianHuffaker haha just kiddin but ya we should and get that fag @taylerhatesyou to come and well go fishin or some shit,1
3024,@DamianHuffaker you're from a trash can,2
3025,"@DamierGenesis pulled up in that bulbasuar, you know I'm bout to make yo girl pussy sore",1
3026,@DamoneTheDon bitch I got some bloods dat hang in la,1
3027,"@DamontDa @NateMurdoch @jackdatow2335 @MKpest002 @OandAPests fuck off lil bitch, prolly gotta lil dick",1
3028,@DanLukas12 gotta keep your bitch in check,1
3029,@DanWolken It's idiotic opinions like this that make polls less than trash. Polls weren't a problem when people with integrity were voting.,2
3030,@DangItsTiff you look like fucking shrek bitch,0
3031,@DaniCim choke on bread bitch,1
3032,@DanielDavidLee @xoxoShima ya girl is a slimy ass hoe. get her under control and tell her to stop spraying bullshit out her mouth all day,1
3033,@DanielM023 Hell na !! Hes a honky brah,1
3034,@DanielSizelove @Conrad_MLG get on cunt,0
3035,@DanielSizelove pussy,1
3036,@DaniellaParella no I wuz just making a general statement. I've never called u a bitch,1
3037,@DannyMndz93 @Titan21Mtzzz he's still a pogue though,2
3038,"@Danny_Cavanagh....available online soon? I didn't have enough to get it after my Anathema merch. It's a cracker, I need it. Can u.....",2
3039,@DareTnzR I know these hoes ain't right,1
3040,@DarienDaywalt bitch shut the fuck up goddam your a slut bitch whore nigga,0
3041,@Darienbaby_xoxo jk I'd fuck a dog before I fuck you fish pussy,0
3042,@Darienbaby_xoxo ya but you can't because its a real account dumb bitch I go to wams fucking bitch,1
3043,@DarkLiquaNigga_ nigga grow some balls and concentrate pussy!!,1
3044,@Darknight420 It's showing Fairy blocked me @hajihuntingpat @PaulSmitheringa @JoeDouglas1 @JewJitsuGrl @blackorchidm16 @taxman206,2
3045,"@DarthMaverick7 @Xcntrik @religulous @chrispyosh Rather than believe that there was a man who was the very definition of good, u mock it.",2
3046,@Darth_Maxwell dude I was pissed but then looking at it I fucking died at least I'm the most yoked ape&#128517;&#128514;,1
3047,"@Darth_Snuff I'd sell anything if people are willing to buy it, how highly do prostitutes think of their pussy to sell that",1
3048,@DatBoyRayT because if you support lesbians you have to support faggots there's no difference.,0
3049,@DatBoyRayT bitch ass nigga Rico &#128530;,1
3050,@DaveSwerve awe boy your shirt tight than a bitch in that avi polo man turnt into a wrestler fat ass lil boy,1
3051,@DaveSwerve boy look like a Slave on that hoe,1
3052,@DaveSwerve lmaoooo middle school knocking down all the pussy with the earrings on my shirt and no French toast,1
3053,"@DaveTheGayBaby No problem, remembering all those quirks can be a real bitch.",1
3054,@Dave_the_wavee the giants are trash...their time is over.,2
3055,@DavetheBrave1 come over hoe,1
3056,@DavetheBrave1 perfect smoking weather haha bro I ain't even in my hood yet and I already got hoes trying to say was up from other towns,1
3057,@DavetheBrave1 that hoe on some other shit bro rt and 100x better rn that a nigga high,0
3058,"@David_H_Esq Well, ""dirty bird"" could be just a middle finger, since it's the phallic ""giving the bird"". Not necessarily a wobble-wibbler.",2
3059,@David_Hunninck all bitches eh. hahah,1
3061,"@DeAdJAkE i just cant stand how people get all fucking amped about it, especially whiny bitches that even get scared at it",1
3062,@DeArionBASEDGOD Kendrick is not better than papoose or drake,2
3063,@DeArionBASEDGOD nigga fuck you. Some plano schools go hard then a bitch way better than Richardson.,1
3064,@DeJLoaf mixtape sell sole got some bangers!,2
3066,@DebsFLPx I was lucky to be sensible and I've never had a fag or a drug. I'm pleased about that statistic. Yes I have a beer but that's all.,1
3067,@Decimate_IX Can't even spell right. You have the brain of an ape,2
3068,"@DecodnLyfe @LupeFiasco @Larellj another black man? What does that have to do with anything? Once a monkey, always a monkey, Chicago idiot",1
3070,"@Dedicated_03 idk , I gotta think about it cause them bitches small as shit",1
3071,@Dedicated_03 that ugly ass picture and thanks bitch,1
3072,@DeeHarris__ she might be the one DONT be a bitch,1
3073,@DeeJay138 @FuckWatYuhHerrd I couldn't care LESS about these bitches!!!,1
3074,@DeeMayweather the fck? dem bitches always got sum shit wit them....,1
3075,@DeeRay_FRESH - pussy &amp; purp.&#128514;,1
3076,@Deeiiggee hey bitch if your gonna talk shit tag me and quit being such a bitch how did I fuck up the car? Cause it won't hold air dumbass,1
3077,@DeezNutsDoe I'd hate feeling like a faggot too punk ass hoe,0
3078,@DeezNutsDoe how about you wash my butthole out with your tongue you little faggot,0
3079,@DeezNutsDoe shut your mouth you little fuckin bitch,1
3080,@DeezNutsDoe you dirty little bitch,1
3081,"@DefendWallSt Whatever! Fuck all those assholes. They're niggers, they all look alike to me.",0
3082,"@DefendWallSt those little #ISIS faggots usually have bags over their heads anyway. 
Makes bullet placement interesting thru a scope.",0
3083,@DefineMEee lol tell dat white bitch I said hey,1
3084,@DeliaParedez @rikki_lovee @GabrielaAngela4 @StephyRae7 @TheOneMiss_Luu @Ramona_Pilar I'm coming bitches.,1
3085,@Dem_lips_tho u knw me homie!!! show the bitches no love!!!,1
3087,"@DerekIsNormal RT @crappyfactsare McRib buns contain a chemical ""azodicarbonamide"" which is also used to make yoga mats &amp; soles of shoes",2
3088,@Derek_Kirchner7 @tori_mills02 fags&#128567;&#128567;,0
3089,@DerringerEagle ur moms pussy died a slow death so well have good company #virgin,1
3090,"@DestroTheNoble @nekolin purple &amp; pink....for the faggots who want to be protected...by the police, instead of BEARING ARMS if need be!",0
3091,"@DetroitChe bitches be like.. ""it means something to me""",1
3092,@DetroitPlayer @prettytreazure gotta be atleast 5'10 to call me a bitch lol,1
3093,@DevilElyie fag*,1
3094,@DevilFzyq @DevilElyie @TehDevilClan shut up fag,0
3095,@DevilGrimz ironic that he's a trashcan because he holds trash everytime you two cuddle! Burn.,2
3096,@DezzzyBo Lol that nigga a real retard,1
3097,@DgkAdriann shes a bad bitch,1
3098,@DickDankstardly did you smile like a retard when you were a kid? It took me till like 5th grade before I learned how to naturally smile,1
3099,@Dietcarmel @JLewyville &#128514;&#128514;&#128514; Idgaf man fuck them hoes ... They nice to look at but they ain't for me,1
3100,@Dietrich1892 I'll show up and chug a beer or 8,2
3101,@DiggyRoZay she the only bitch that stayed loyal &#128554; she a keeper bro,1
3102,@DiggzTBLB ; bitch.. What? http://t.co/OcsuDvN5hy,1
3103,"@DignifiedPurity LMAOOO @ ""black fag""..... why did I misread that??... I'm blocking you",1
3104,@Digo13Nieto thanks little fag &#128536;,1
3105,@Diishaidiamond lmao yesterday ? Them hoes was cute af lol,1
3106,@DimelouXaOh keeping these hoes happy,1
3107,@DimitriCrossin bitch ass,1
3109,"@DinoLich Don't yell at me, I love both of the evolutionary lines. @ClaudiaVice despises the trash buddies.",2
3110,"@DionPrimo The soul has departed from the train.There's no more soul in music.Just hunger for bitches,money and fame.",1
3111,@DirkAlisic @Balkan_Made dude quit being a hyposhitical bitch. you ran downstairs crying/begging me not to tell anyone.,1
3112,@Dirrttyydan lmaoo my phone autocorrect like a bitch..,1
3113,@DirtyEaffiliate he loves juggling it all around it... he loves the fast life im sure hes already grinded on amcon hoes as well,1
3114,"@DivaMonRoe2uHoE @CheefPolo hoe hoe hoe, merry Christmas",2
3115,@DividendMaster obama is a bitch his speech was pure politics for mid terms. Only way we destroy ISIS is with troops on the ground.,1
3116,"@DizzyBala @JamesWinfield hey now, don't diss my basketball hoe.",1
3117,"@DizzyBala @jmattear awww, dis sellout nigguh still talking.",1
3118,"@DizzyBala God awful, and that dude is Dorian / eggplant black.",2
3119,"@DizzyBala man both them get around a lot, bunch of hoes.",1
3120,"@DizzyBala whoa, calling me a cunt?",1
3121,@DjChubbESwagg this like a retarded wu-tang clan,0
3122,@Djlouis12 at my club ho (;,1
3123,@DoItLikeJaye_ - yasss bitch yassss. you deserve it. *Drake voice* &#128514;&#128514;&#9996;&#65039;,1
3124,@DoeMostDope @mattrbennett209 @JohnnieGoings ha booner has that twitter @boone_boone5356 ha,2
3125,@DolanGang beans u beaner?,0
3126,@DolanGang you wouldn't know fag,0
3127,"@DolfyAdolf 
Y'all gots betta machinery fo dat. Hanger be ghetto",2
3128,"@DomIzDope lmao I've always wanted to ski..bust my ass or not I'm innat hoe, fit and all.",1
3129,"@DomWorldPeace Oh nab.. Def not that easy. You may not know, nor believe this but I'm legendary for curving pussy.. lol Guilty pleasure.",1
3130,@DonLemonCNN @DanaBashCNN u both sorry to give racist @SenTedCruz a platform w his trash language Dana ur intvw was below kindergarten level,2
3131,"@DonnerKay @surlyrevenant An enraged 6'4"" 290 lb Mike Brown lethal weapon on legs.His hatred 4 the police &amp; whitey added fuel 2 his arsenal",0
3132,@Doop_3 lol shid who got one? Boy my ass lonely as a bitch. You cuffed up ain't ya,1
3133,@DopeBoy_Pollo &#128514; wassup pussy,1
3134,@DopeKorean lmfao putting on for twitter i see fat bitch,1
3135,@DoubleAIV just watch bitch nigga u gonna want the whole team dead,1
3136,"@DougBenson hey you bitch, you should get the @lucasbros on your show. They'd be perfect for it! I'm kidding about the bitch part.",1
3137,@DoughBoyFreco hahahhaha he had mad bitches &#128514;&#128514;&#128514;&#128514;,1
3138,@Dougherty06 my apologies... Oh wait it's my fucking birthday bitch &#128521;,1
3139,@DouneAldy what are you doing tonight pussy?,1
3141,"@DrMalvo 
I likes it back dare. It's free fo me cause whitey pay da fee",1
3142,"@DrMalvo @_Rotten__ 
Who is da ""we"" whitey?",1
3143,"@Drake thank you for the lyrics, these bitches so gullible an sleep on your music they just be like aw u so sweet let me suck ur dick",1
3144,@Dranumaya wrong maybe you been dealing with pussies but I don't put up with that crap. If I f*** up telling me I f***** up. Keep it real,1
3145,@Dre_Day200 bitch,1
3146,@Dre_Day200 nig nog,1
3147,@Dre_thinks lol lil bitch,1
3148,@Dre_thinks that damn coach ain't never called back bitch ass,1
3149,@DreadHeadxx bitch hallon,1
3150,@DrewHelms21 I know right so much retard,1
3151,@Drfreezeburnn @DaithiDeNogla I just learned how many retards you can find when you search trending topics.,0
3152,@Drfreezeburnn That's not bias. It's an objective fact that Philly fans are cunts.,0
3153,@DriveMy_Lexis yasssss bitch yasssss &#128525;,1
3154,"@Druggzz_ Its gonna bring it down though unless its turning into a welt already, like a bubble wit pussy. Gotta pop it an it'll be gone",1
3155,@DrunkAtChurch @MzYummyDread Slide up on a bad bitch/Dat bitch look good,1
3156,@Dswizzle3 @Dswizzle boy u look like big bird off of sesame street,2
3157,@Dswizzle3 bitch i dont even look like that keep talking and we going to fight,1
3158,@Dswizzle3 bitch im real nigga the fuck u mean weak ass nigga i do me i dont pretend to be someone im not so u can shut that shit up fuk boy,1
3159,"@Dswizzle3 bitch your unknown u dont have a mixtape and you damn sure cant rap, u couldn't rap if your life depend on it",1
3160,@Dswizzle3 naw u keep it 100% fake get yo lame ass on somwhere wigga hell no get on somwhere,1
3161,@Dswizzle3 oh hell no u have no swag whats so ever not even a little bit with dem cheap ass pugs and why so have a rag on bitch u not black,1
3162,@Dswizzle3 yea thats what i thought pussy boy u r a fucking thot,1
3163,@Duckin_Fope thats a win right there. any nigga who doesnt partake in that is a faggot. even if they dont smoke.,1
3164,@DudeWithAHighKD @jeffreyhaas @JUDDNATION she sucks..bitch cant even pretend dance.,1
3165,@DustinHooper225 should be lol lil bitch,1
3166,"@DutchBrosPlease you're welcome, I miss you too nig nog",1
